"","YEAR","GEAR","LENGTH","FREQ","BootESS","df","NSAMP","NHAUL","NSTRATA"
"228",1993,"POT",85,0,NA,NA,171,11,1
"229",1993,"POT",86,0,NA,NA,171,11,1
"230",1993,"POT",87,0,NA,NA,171,11,1
"231",1993,"POT",88,0,NA,NA,171,11,1
"232",1993,"POT",89,0,NA,NA,171,11,1
"233",1993,"POT",90,0,NA,NA,171,11,1
"234",1993,"POT",91,0,NA,NA,171,11,1
"235",1993,"POT",92,0,NA,NA,171,11,1
"236",1993,"POT",93,0,NA,NA,171,11,1
"237",1993,"POT",94,0,NA,NA,171,11,1
"238",1993,"POT",95,0,NA,NA,171,11,1
"239",1993,"POT",96,0,NA,NA,171,11,1
"240",1993,"POT",97,0,NA,NA,171,11,1
"241",1993,"POT",98,0,NA,NA,171,11,1
"242",1993,"POT",99,0,NA,NA,171,11,1
"243",1993,"POT",100,0,NA,NA,171,11,1
"244",1993,"POT",101,0,NA,NA,171,11,1
"245",1993,"POT",102,0,NA,NA,171,11,1
"246",1993,"POT",103,0,NA,NA,171,11,1
"247",1993,"POT",104,0,NA,NA,171,11,1
"248",1993,"POT",105,0,NA,NA,171,11,1
"249",1993,"POT",106,0,NA,NA,171,11,1
"250",1993,"POT",107,0,NA,NA,171,11,1
"251",1993,"POT",108,0,NA,NA,171,11,1
"252",1993,"POT",109,0,NA,NA,171,11,1
"253",1993,"POT",110,0,NA,NA,171,11,1
"254",1993,"POT",111,0,NA,NA,171,11,1
"255",1993,"POT",112,0,NA,NA,171,11,1
"256",1993,"POT",113,0,NA,NA,171,11,1
"257",1993,"POT",114,0,NA,NA,171,11,1
"258",1993,"POT",115,0,NA,NA,171,11,1
"259",1993,"POT",116,0,NA,NA,171,11,1
"260",1993,"POT",117,0,NA,NA,171,11,1
"261",1993,"POT",118,0,NA,NA,171,11,1
"262",1993,"POT",119,0,NA,NA,171,11,1
"263",1993,"POT",120,0,NA,NA,171,11,1
"264",1993,"POT",121,0,NA,NA,171,11,1
"265",1993,"POT",122,0,NA,NA,171,11,1
"266",1993,"POT",123,0,NA,NA,171,11,1
"267",1993,"POT",124,0,NA,NA,171,11,1
"268",1993,"POT",125,0,NA,NA,171,11,1
"269",1993,"POT",126,0,NA,NA,171,11,1
"270",1993,"POT",127,0,NA,NA,171,11,1
"271",1993,"POT",128,0,NA,NA,171,11,1
"272",1993,"POT",129,0,NA,NA,171,11,1
"273",1993,"POT",130,0,NA,NA,171,11,1
"274",1993,"POT",131,0,NA,NA,171,11,1
"275",1993,"POT",132,0,NA,NA,171,11,1
"276",1993,"POT",133,0,NA,NA,171,11,1
"277",1993,"POT",134,0,NA,NA,171,11,1
"278",1993,"POT",135,0,NA,NA,171,11,1
"279",1993,"POT",136,0,NA,NA,171,11,1
"280",1993,"POT",137,0,NA,NA,171,11,1
"281",1993,"POT",138,0,NA,NA,171,11,1
"282",1993,"POT",139,0,NA,NA,171,11,1
"283",1993,"POT",140,0,NA,NA,171,11,1
"284",1993,"POT",141,0,NA,NA,171,11,1
"285",1993,"POT",142,0,NA,NA,171,11,1
"286",1993,"POT",143,0,NA,NA,171,11,1
"287",1993,"TRW",1,0,NA,NA,12116,174,4
"288",1993,"TRW",2,0,NA,NA,12116,174,4
"289",1993,"TRW",3,0,NA,NA,12116,174,4
"290",1993,"TRW",4,0,NA,NA,12116,174,4
"291",1993,"TRW",5,0,NA,NA,12116,174,4
"292",1993,"TRW",6,0,NA,NA,12116,174,4
"293",1993,"TRW",7,0,NA,NA,12116,174,4
"294",1993,"TRW",8,0,NA,NA,12116,174,4
"295",1993,"TRW",9,0,NA,NA,12116,174,4
"296",1993,"TRW",10,0,NA,NA,12116,174,4
"297",1993,"TRW",11,0,NA,NA,12116,174,4
"298",1993,"TRW",12,0,NA,NA,12116,174,4
"299",1993,"TRW",13,0,NA,NA,12116,174,4
"300",1993,"TRW",14,0,NA,NA,12116,174,4
"301",1993,"TRW",15,0,NA,NA,12116,174,4
"302",1993,"TRW",16,0,NA,NA,12116,174,4
"303",1993,"TRW",17,0,NA,NA,12116,174,4
"304",1993,"TRW",18,0,NA,NA,12116,174,4
"305",1993,"TRW",19,0,NA,NA,12116,174,4
"306",1993,"TRW",20,0,NA,NA,12116,174,4
"307",1993,"TRW",21,0,NA,NA,12116,174,4
"308",1993,"TRW",22,0,NA,NA,12116,174,4
"309",1993,"TRW",23,0,NA,NA,12116,174,4
"310",1993,"TRW",24,0,NA,NA,12116,174,4
"311",1993,"TRW",25,0,NA,NA,12116,174,4
"312",1993,"TRW",26,0,NA,NA,12116,174,4
"313",1993,"TRW",27,0,NA,NA,12116,174,4
"314",1993,"TRW",28,0,NA,NA,12116,174,4
"315",1993,"TRW",29,0.000102416908577461,NA,NA,12116,174,4
"316",1993,"TRW",30,0.000311333760934706,NA,NA,12116,174,4
"317",1993,"TRW",31,0.000236231584243865,NA,NA,12116,174,4
"318",1993,"TRW",32,0.000185699438770776,NA,NA,12116,174,4
"319",1993,"TRW",33,0.000300289345376399,NA,NA,12116,174,4
"320",1993,"TRW",34,0.000269185427087156,NA,NA,12116,174,4
"321",1993,"TRW",35,0.000168536311670514,NA,NA,12116,174,4
"322",1993,"TRW",36,0.000331643118323926,NA,NA,12116,174,4
"323",1993,"TRW",37,0.000263808887530701,NA,NA,12116,174,4
"324",1993,"TRW",38,0.000277825402089538,NA,NA,12116,174,4
"325",1993,"TRW",39,7.54283831088521e-05,NA,NA,12116,174,4
"326",1993,"TRW",40,0.00052418123700843,NA,NA,12116,174,4
"327",1993,"TRW",41,0.000422982253802694,NA,NA,12116,174,4
"328",1993,"TRW",42,0.000532692133474856,NA,NA,12116,174,4
"329",1993,"TRW",43,0.000948218787225516,NA,NA,12116,174,4
"330",1993,"TRW",44,0.000639900738717444,NA,NA,12116,174,4
"331",1993,"TRW",45,0.000620218490466437,NA,NA,12116,174,4
"332",1993,"TRW",46,0.00053777537924496,NA,NA,12116,174,4
"333",1993,"TRW",47,0.000771808283788903,NA,NA,12116,174,4
"334",1993,"TRW",48,0.000610904289265821,NA,NA,12116,174,4
"335",1993,"TRW",49,0.00129023455565622,NA,NA,12116,174,4
"336",1993,"TRW",50,0.00157238462608465,NA,NA,12116,174,4
"337",1993,"TRW",51,0.00268728272618628,NA,NA,12116,174,4
"338",1993,"TRW",52,0.00251236423189415,NA,NA,12116,174,4
"339",1993,"TRW",53,0.00255203514738194,NA,NA,12116,174,4
"340",1993,"TRW",54,0.00596359349011911,NA,NA,12116,174,4
"341",1993,"TRW",55,0.00612546890515302,NA,NA,12116,174,4
"342",1993,"TRW",56,0.00433553208395016,NA,NA,12116,174,4
"343",1993,"TRW",57,0.00447795283565328,NA,NA,12116,174,4
"344",1993,"TRW",58,0.00347857520537736,NA,NA,12116,174,4
"345",1993,"TRW",59,0.0057324005068612,NA,NA,12116,174,4
"346",1993,"TRW",60,0.00843366352672796,NA,NA,12116,174,4
"347",1993,"TRW",61,0.006591570915638,NA,NA,12116,174,4
"348",1993,"TRW",62,0.00827256423513647,NA,NA,12116,174,4
"349",1993,"TRW",63,0.00422680940167232,NA,NA,12116,174,4
"350",1993,"TRW",64,0.00864008188710955,NA,NA,12116,174,4
"351",1993,"TRW",65,0.0105463759598078,NA,NA,12116,174,4
"352",1993,"TRW",66,0.0106556850234309,NA,NA,12116,174,4
"353",1993,"TRW",67,0.0118525469088843,NA,NA,12116,174,4
"354",1993,"TRW",68,0.0119783754117213,NA,NA,12116,174,4
"355",1993,"TRW",69,0.0130110911934031,NA,NA,12116,174,4
"356",1993,"TRW",70,0.00993709747195002,NA,NA,12116,174,4
"357",1993,"TRW",71,0.016182525712592,NA,NA,12116,174,4
"358",1993,"TRW",72,0.00941250917517986,NA,NA,12116,174,4
"359",1993,"TRW",73,0.0135993599280408,NA,NA,12116,174,4
"360",1993,"TRW",74,0.00930709308126986,NA,NA,12116,174,4
"361",1993,"TRW",75,0.0136763740895118,NA,NA,12116,174,4
"362",1993,"TRW",76,0.00964313134251424,NA,NA,12116,174,4
"363",1993,"TRW",77,0.0126130203635541,NA,NA,12116,174,4
"364",1993,"TRW",78,0.0235932076034883,NA,NA,12116,174,4
"365",1993,"TRW",79,0.0155481820575695,NA,NA,12116,174,4
"366",1993,"TRW",80,0.0185109095867821,NA,NA,12116,174,4
"367",1993,"TRW",81,0.0203855061445734,NA,NA,12116,174,4
"368",1993,"TRW",82,0.0321497180056846,NA,NA,12116,174,4
"369",1993,"TRW",83,0.0287467398335748,NA,NA,12116,174,4
"370",1993,"TRW",84,0.0316562542590194,NA,NA,12116,174,4
"371",1993,"TRW",85,0.0389533846141621,NA,NA,12116,174,4
"372",1993,"TRW",86,0.0360449182660102,NA,NA,12116,174,4
"373",1993,"TRW",87,0.0326969071231552,NA,NA,12116,174,4
"374",1993,"TRW",88,0.0257102047094338,NA,NA,12116,174,4
"375",1993,"TRW",89,0.0304214636114718,NA,NA,12116,174,4
"376",1993,"TRW",90,0.0288663441563101,NA,NA,12116,174,4
"377",1993,"TRW",91,0.023116863062011,NA,NA,12116,174,4
"378",1993,"TRW",92,0.0235265654555271,NA,NA,12116,174,4
"379",1993,"TRW",93,0.0268779349486512,NA,NA,12116,174,4
"380",1993,"TRW",94,0.0287684139821725,NA,NA,12116,174,4
"381",1993,"TRW",95,0.0283742661397619,NA,NA,12116,174,4
"382",1993,"TRW",96,0.0266361440567515,NA,NA,12116,174,4
"383",1993,"TRW",97,0.0236287498513045,NA,NA,12116,174,4
"384",1993,"TRW",98,0.0289900970168459,NA,NA,12116,174,4
"385",1993,"TRW",99,0.0281613887308264,NA,NA,12116,174,4
"386",1993,"TRW",100,0.0246741526262426,NA,NA,12116,174,4
"387",1993,"TRW",101,0.0176963949073615,NA,NA,12116,174,4
"388",1993,"TRW",102,0.023650307208052,NA,NA,12116,174,4
"389",1993,"TRW",103,0.0104669237560445,NA,NA,12116,174,4
"390",1993,"TRW",104,0.0189950890754658,NA,NA,12116,174,4
"391",1993,"TRW",105,0.0212302949013777,NA,NA,12116,174,4
"392",1993,"TRW",106,0.0103056952581667,NA,NA,12116,174,4
"393",1993,"TRW",107,0.00791207478767975,NA,NA,12116,174,4
"394",1993,"TRW",108,0.00432778784243576,NA,NA,12116,174,4
"395",1993,"TRW",109,0.00318938344773466,NA,NA,12116,174,4
"396",1993,"TRW",110,0.00383640250245343,NA,NA,12116,174,4
"397",1993,"TRW",111,0.00336609048005482,NA,NA,12116,174,4
"398",1993,"TRW",112,0.000384163910809539,NA,NA,12116,174,4
"399",1993,"TRW",113,0.00190115251628418,NA,NA,12116,174,4
"400",1993,"TRW",114,0.00239586431642877,NA,NA,12116,174,4
"401",1993,"TRW",115,0.00602302573278493,NA,NA,12116,174,4
"402",1993,"TRW",116,0.000795131906045545,NA,NA,12116,174,4
"403",1993,"TRW",117,4.71215063199609e-05,NA,NA,12116,174,4
"404",1993,"TRW",118,0,NA,NA,12116,174,4
"405",1993,"TRW",119,0,NA,NA,12116,174,4
"406",1993,"TRW",120,0,NA,NA,12116,174,4
"407",1993,"TRW",121,0,NA,NA,12116,174,4
"408",1993,"TRW",122,0,NA,NA,12116,174,4
"409",1993,"TRW",123,0,NA,NA,12116,174,4
"410",1993,"TRW",124,0,NA,NA,12116,174,4
"411",1993,"TRW",125,0,NA,NA,12116,174,4
"412",1993,"TRW",126,0,NA,NA,12116,174,4
"413",1993,"TRW",127,0,NA,NA,12116,174,4
"414",1993,"TRW",128,0,NA,NA,12116,174,4
"415",1993,"TRW",129,0,NA,NA,12116,174,4
"416",1993,"TRW",130,0,NA,NA,12116,174,4
"417",1993,"TRW",131,0,NA,NA,12116,174,4
"418",1993,"TRW",132,0,NA,NA,12116,174,4
"419",1993,"TRW",133,0,NA,NA,12116,174,4
"420",1993,"TRW",134,0,NA,NA,12116,174,4
"421",1993,"TRW",135,0,NA,NA,12116,174,4
"422",1993,"TRW",136,0,NA,NA,12116,174,4
"423",1993,"TRW",137,0,NA,NA,12116,174,4
"424",1993,"TRW",138,0,NA,NA,12116,174,4
"425",1993,"TRW",139,0,NA,NA,12116,174,4
"426",1993,"TRW",140,0,NA,NA,12116,174,4
"427",1993,"TRW",141,0,NA,NA,12116,174,4
"428",1993,"TRW",142,0,NA,NA,12116,174,4
"429",1993,"TRW",143,0,NA,NA,12116,174,4
"430",1994,"HAL",1,0,NA,NA,22214,398,10
"431",1994,"HAL",2,0,NA,NA,22214,398,10
"432",1994,"HAL",3,0,NA,NA,22214,398,10
"433",1994,"HAL",4,0,NA,NA,22214,398,10
"434",1994,"HAL",5,0,NA,NA,22214,398,10
"435",1994,"HAL",6,0,NA,NA,22214,398,10
"436",1994,"HAL",7,0,NA,NA,22214,398,10
"437",1994,"HAL",8,0,NA,NA,22214,398,10
"438",1994,"HAL",9,0,NA,NA,22214,398,10
"439",1994,"HAL",10,0,NA,NA,22214,398,10
"440",1994,"HAL",11,0,NA,NA,22214,398,10
"441",1994,"HAL",12,0,NA,NA,22214,398,10
"442",1994,"HAL",13,0,NA,NA,22214,398,10
"443",1994,"HAL",14,0,NA,NA,22214,398,10
"444",1994,"HAL",15,0,NA,NA,22214,398,10
"445",1994,"HAL",16,0,NA,NA,22214,398,10
"446",1994,"HAL",17,0,NA,NA,22214,398,10
"447",1994,"HAL",18,0,NA,NA,22214,398,10
"448",1994,"HAL",19,0,NA,NA,22214,398,10
"449",1994,"HAL",20,0,NA,NA,22214,398,10
"450",1994,"HAL",21,0,NA,NA,22214,398,10
"451",1994,"HAL",22,0,NA,NA,22214,398,10
"452",1994,"HAL",23,0,NA,NA,22214,398,10
"453",1994,"HAL",24,0,NA,NA,22214,398,10
"454",1994,"HAL",25,0,NA,NA,22214,398,10
"455",1994,"HAL",26,0,NA,NA,22214,398,10
"456",1994,"HAL",27,0,NA,NA,22214,398,10
"457",1994,"HAL",28,6.32342871204449e-05,NA,NA,22214,398,10
"458",1994,"HAL",29,0.00011303077207312,NA,NA,22214,398,10
"459",1994,"HAL",30,0.000767640528524846,NA,NA,22214,398,10
"460",1994,"HAL",31,0.00034174160722315,NA,NA,22214,398,10
"461",1994,"HAL",32,0.00013705402234534,NA,NA,22214,398,10
