"","YEAR","Seas","FltSvy","Gender","Part","Ageerr","Lgin_lo","Lgin_hi","Nsamp","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
"70",2020,1,2,0,0,1,67,67,3.22,0,0,0.130434782608696,0.434782608695652,0.347826086956522,0.0434782608695652,0.0434782608695652,0,0,0
"71",2020,1,2,0,0,1,70,70,1.26,0,0,0,0.111111111111111,0.666666666666667,0.222222222222222,0,0,0,0
"72",2020,1,2,0,0,1,73,73,1.54,0,0,0,0.181818181818182,0.454545454545455,0.363636363636364,0,0,0,0
"73",2020,1,2,0,0,1,76,76,0.98,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0
"74",2020,1,2,0,0,1,79,79,1.4,0,0,0,0.1,0.4,0.3,0.2,0,0,0
"75",2020,1,2,0,0,1,82,82,0.42,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0
"76",2020,1,2,0,0,1,85,85,0.28,0,0,0,0,0.5,0.5,0,0,0,0
"77",2020,1,2,0,0,1,88,88,0.28,0,0,0,0,0,0,1,0,0,0
"78",2020,1,2,0,0,1,91,91,0.56,0,0,0,0,0,0.5,0.25,0.25,0,0
"79",2020,1,2,0,0,1,94,94,0.28,0,0,0,0,0,0,0,1,0,0
"80",2021,1,2,0,0,1,100,100,0.42,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"81",2021,1,2,0,0,1,103,103,0.28,0,0,0,0,0,0,0,0,1,0
"82",2021,1,2,0,0,1,106,106,0.14,0,0,0,0,0,0,0,0,1,0
"83",2021,1,2,0,0,1,109,109,0.14,0,0,0,0,0,0,0,0,1,0
"84",2021,1,2,0,0,1,40,40,0.14,0,1,0,0,0,0,0,0,0,0
"85",2021,1,2,0,0,1,43,43,0.14,0,1,0,0,0,0,0,0,0,0
"86",2021,1,2,0,0,1,46,46,0.42,0,0,1,0,0,0,0,0,0,0
"87",2021,1,2,0,0,1,49,49,0.14,0,0,1,0,0,0,0,0,0,0
"88",2021,1,2,0,0,1,52,52,1.4,0,0.1,0.5,0.3,0.1,0,0,0,0,0
"89",2021,1,2,0,0,1,55,55,2.38,0,0,0.529411764705882,0.294117647058824,0.176470588235294,0,0,0,0,0
"90",2021,1,2,0,0,1,58,58,0.7,0,0,0.4,0.4,0.2,0,0,0,0,0
"91",2021,1,2,0,0,1,61,61,1.96,0,0,0,0.571428571428571,0.428571428571429,0,0,0,0,0
"92",2021,1,2,0,0,1,64,64,1.82,0,0,0.230769230769231,0.615384615384615,0.153846153846154,0,0,0,0,0
"93",2021,1,2,0,0,1,67,67,2.66,0,0,0.157894736842105,0.315789473684211,0.368421052631579,0.157894736842105,0,0,0,0
"94",2021,1,2,0,0,1,70,70,2.38,0,0,0.0588235294117647,0.294117647058824,0.411764705882353,0.235294117647059,0,0,0,0
"95",2021,1,2,0,0,1,73,73,1.82,0,0,0,0.307692307692308,0.384615384615385,0.307692307692308,0,0,0,0
"96",2021,1,2,0,0,1,76,76,1.12,0,0,0,0.125,0.5,0.25,0.125,0,0,0
"97",2021,1,2,0,0,1,79,79,0.98,0,0,0,0,0.571428571428571,0.285714285714286,0.142857142857143,0,0,0
"98",2021,1,2,0,0,1,82,82,0.98,0,0,0,0,0.428571428571429,0.285714285714286,0.285714285714286,0,0,0
"99",2021,1,2,0,0,1,85,85,0.42,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0
"100",2021,1,2,0,0,1,88,88,0.84,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0,0
"101",2021,1,2,0,0,1,91,91,0.56,0,0,0,0,0,0,0.75,0.25,0,0
"102",2021,1,2,0,0,1,94,94,0.7,0,0,0,0,0,0,0.4,0.4,0.2,0
"103",2021,1,2,0,0,1,97,97,0.56,0,0,0,0,0,0,0.5,0.5,0,0
"104",2001,1,-3,0,0,1,100,100,0.14,0,0,0,0,0,0,0,1,0,0
"105",2020,1,3,0,0,1,100,100,0.28,0,0,0,0,0,0,0,1,0,0
"106",2020,1,3,0,0,1,106,106,0.28,0,0,0,0,0,0,0,1,0,0
"107",2020,1,3,0,0,1,52,52,0.42,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0
"108",2020,1,3,0,0,1,55,55,0.14,0,0,1,0,0,0,0,0,0,0
"109",2020,1,3,0,0,1,58,58,1.12,0,0,0.25,0.625,0.125,0,0,0,0,0
"110",2020,1,3,0,0,1,61,61,0.56,0,0,0.25,0.75,0,0,0,0,0,0
"111",2020,1,3,0,0,1,64,64,0.98,0,0,0.142857142857143,0.571428571428571,0.285714285714286,0,0,0,0,0
"112",2020,1,3,0,0,1,67,67,0.14,0,0,0,0,1,0,0,0,0,0
"113",2020,1,3,0,0,1,70,70,0.56,0,0,0,0,0.25,0.75,0,0,0,0
"114",2020,1,3,0,0,1,73,73,0.42,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0
"115",2020,1,3,0,0,1,76,76,0.14,0,0,0,0,0,1,0,0,0,0
"116",2020,1,3,0,0,1,79,79,0.84,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"117",2020,1,3,0,0,1,85,85,0.14,0,0,0,0,0,1,0,0,0,0
"118",2020,1,3,0,0,1,88,88,0.14,0,0,0,0,0,1,0,0,0,0
"119",2020,1,3,0,0,1,94,94,0.28,0,0,0,0,0,0,0,1,0,0
"120",2021,1,3,0,0,1,100,100,0.14,0,0,0,0,0,0,0,1,0,0
"121",2021,1,3,0,0,1,55,55,0.14,0,0,1,0,0,0,0,0,0,0
"122",2021,1,3,0,0,1,58,58,0.56,0,0,0.5,0.25,0,0.25,0,0,0,0
"123",2021,1,3,0,0,1,61,61,0.84,0,0,0.666666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0
"124",2021,1,3,0,0,1,64,64,1.12,0,0,0.5,0.25,0.125,0.125,0,0,0,0
"125",2021,1,3,0,0,1,67,67,0.56,0,0,0.25,0.5,0,0.25,0,0,0,0
"126",2021,1,3,0,0,1,70,70,0.14,0,0,0,0,1,0,0,0,0,0
"127",2021,1,3,0,0,1,76,76,0.28,0,0,0,0.5,0.5,0,0,0,0,0
"128",2021,1,3,0,0,1,79,79,0.28,0,0,0,0,0,1,0,0,0,0
"129",2021,1,3,0,0,1,85,85,0.14,0,0,0,0,0,1,0,0,0,0
"130",2021,1,3,0,0,1,88,88,0.14,0,0,0,0,0,1,0,0,0,0
"131",1991,1,4,0,0,1,109,109,0.14,0,0,0,0,0,0,0,0,0,1
"132",1991,1,4,0,0,1,19,19,0.56,1,0,0,0,0,0,0,0,0,0
"133",1991,1,4,0,0,1,22,22,1.68,1,0,0,0,0,0,0,0,0,0
"134",1991,1,4,0,0,1,25,25,0.7,1,0,0,0,0,0,0,0,0,0
"135",1991,1,4,0,0,1,28,28,0.56,0,1,0,0,0,0,0,0,0,0
"136",1991,1,4,0,0,1,31,31,5.18,0,1,0,0,0,0,0,0,0,0
"137",1991,1,4,0,0,1,34,34,9.8,0,0.957142857142857,0.0428571428571429,0,0,0,0,0,0,0
"138",1991,1,4,0,0,1,37,37,9.94,0.0140845070422535,0.887323943661972,0.0985915492957746,0,0,0,0,0,0,0
"139",1991,1,4,0,0,1,40,40,7.7,0,0.672727272727273,0.327272727272727,0,0,0,0,0,0,0
"140",1991,1,4,0,0,1,43,43,5.6,0.025,0.35,0.55,0.075,0,0,0,0,0,0
"141",1991,1,4,0,0,1,46,46,6.16,0,0.0454545454545455,0.795454545454545,0.136363636363636,0.0227272727272727,0,0,0,0,0
"142",1991,1,4,0,0,1,49,49,6.44,0,0.0217391304347826,0.717391304347826,0.260869565217391,0,0,0,0,0,0
"143",1991,1,4,0,0,1,52,52,5.46,0,0,0.461538461538462,0.487179487179487,0.0512820512820513,0,0,0,0,0
"144",1991,1,4,0,0,1,55,55,6.58,0,0,0.212765957446809,0.702127659574468,0.0851063829787234,0,0,0,0,0
"145",1991,1,4,0,0,1,58,58,7.28,0,0,0.192307692307692,0.576923076923077,0.211538461538462,0.0192307692307692,0,0,0,0
"146",1991,1,4,0,0,1,61,61,8.96,0,0,0.03125,0.671875,0.296875,0,0,0,0,0
"147",1991,1,4,0,0,1,64,64,7.28,0,0,0.0192307692307692,0.519230769230769,0.403846153846154,0.0576923076923077,0,0,0,0
"148",1991,1,4,0,0,1,67,67,6.86,0,0,0,0.428571428571429,0.469387755102041,0.0816326530612245,0,0.0204081632653061,0,0
"149",1991,1,4,0,0,1,70,70,5.74,0,0,0,0.219512195121951,0.585365853658537,0.170731707317073,0,0.024390243902439,0,0
"150",1991,1,4,0,0,1,73,73,4.2,0,0,0,0.133333333333333,0.433333333333333,0.233333333333333,0.0666666666666667,0.133333333333333,0,0
"151",1991,1,4,0,0,1,76,76,3.78,0,0,0,0.185185185185185,0.37037037037037,0.296296296296296,0.111111111111111,0.037037037037037,0,0
"152",1991,1,4,0,0,1,79,79,2.94,0,0,0,0.142857142857143,0.333333333333333,0.0952380952380952,0.285714285714286,0,0.0952380952380952,0.0476190476190476
"153",1991,1,4,0,0,1,82,82,2.94,0,0,0,0,0.19047619047619,0.285714285714286,0.285714285714286,0.238095238095238,0,0
"154",1991,1,4,0,0,1,85,85,1.54,0,0,0,0.0909090909090909,0.0909090909090909,0.272727272727273,0.181818181818182,0.181818181818182,0,0.181818181818182
"155",1991,1,4,0,0,1,88,88,1.54,0,0,0,0,0.181818181818182,0.272727272727273,0.181818181818182,0.181818181818182,0.181818181818182,0
"156",1991,1,4,0,0,1,91,91,1.12,0,0,0,0,0,0.375,0.125,0.375,0.125,0
"157",1991,1,4,0,0,1,97,97,0.28,0,0,0,0,0,0,0,0,0,1
"158",1994,1,4,0,0,1,100,100,1.54,0,0,0,0,0,0,0.0909090909090909,0.545454545454545,0.272727272727273,0.0909090909090909
"159",1994,1,4,0,0,1,103,103,1.68,0,0,0,0,0,0,0.0833333333333333,0.25,0.333333333333333,0.333333333333333
"160",1994,1,4,0,0,1,106,106,0.42,0,0,0,0,0,0,0,0.333333333333333,0,0.666666666666667
"161",1994,1,4,0,0,1,13,13,0.56,1,0,0,0,0,0,0,0,0,0
"162",1994,1,4,0,0,1,16,16,3.08,1,0,0,0,0,0,0,0,0,0
"163",1994,1,4,0,0,1,19,19,3.78,1,0,0,0,0,0,0,0,0,0
"164",1994,1,4,0,0,1,22,22,3.08,1,0,0,0,0,0,0,0,0,0
"165",1994,1,4,0,0,1,25,25,0.56,1,0,0,0,0,0,0,0,0,0
"166",1994,1,4,0,0,1,28,28,1.96,0.357142857142857,0.642857142857143,0,0,0,0,0,0,0,0
"167",1994,1,4,0,0,1,31,31,4.62,0,1,0,0,0,0,0,0,0,0
"168",1994,1,4,0,0,1,34,34,5.74,0,0.975609756097561,0.024390243902439,0,0,0,0,0,0,0
"169",1994,1,4,0,0,1,37,37,5.32,0,0.815789473684211,0.184210526315789,0,0,0,0,0,0,0
"170",1994,1,4,0,0,1,40,40,5.32,0,0.289473684210526,0.684210526315789,0.0263157894736842,0,0,0,0,0,0
"171",1994,1,4,0,0,1,43,43,5.46,0,0.0769230769230769,0.897435897435897,0.0256410256410256,0,0,0,0,0,0
"172",1994,1,4,0,0,1,46,46,6.3,0,0.0222222222222222,0.866666666666667,0.111111111111111,0,0,0,0,0,0
"173",1994,1,4,0,0,1,49,49,6.58,0,0,0.638297872340426,0.361702127659574,0,0,0,0,0,0
"174",1994,1,4,0,0,1,52,52,6.86,0,0,0.26530612244898,0.63265306122449,0.102040816326531,0,0,0,0,0
"175",1994,1,4,0,0,1,55,55,7.28,0,0,0.173076923076923,0.711538461538462,0.115384615384615,0,0,0,0,0
"176",1994,1,4,0,0,1,58,58,6.72,0,0,0.0416666666666667,0.520833333333333,0.4375,0,0,0,0,0
"177",1994,1,4,0,0,1,61,61,6.02,0,0,0,0.162790697674419,0.767441860465116,0.0465116279069767,0.0232558139534884,0,0,0
"178",1994,1,4,0,0,1,64,64,5.18,0,0,0,0.108108108108108,0.810810810810811,0.027027027027027,0.0540540540540541,0,0,0
"179",1994,1,4,0,0,1,67,67,5.74,0,0,0,0.146341463414634,0.707317073170732,0.146341463414634,0,0,0,0
"180",1994,1,4,0,0,1,70,70,6.86,0,0,0,0.0408163265306122,0.408163265306122,0.510204081632653,0.0408163265306122,0,0,0
"181",1994,1,4,0,0,1,73,73,6.58,0,0,0,0.0638297872340425,0.340425531914894,0.446808510638298,0.106382978723404,0.0425531914893617,0,0
"182",1994,1,4,0,0,1,76,76,6.58,0,0,0,0.0212765957446809,0.212765957446809,0.48936170212766,0.25531914893617,0.0212765957446809,0,0
"183",1994,1,4,0,0,1,79,79,5.6,0,0,0,0.025,0.025,0.675,0.225,0.05,0,0
"184",1994,1,4,0,0,1,82,82,5.6,0,0,0,0,0.05,0.35,0.375,0.175,0.05,0
"185",1994,1,4,0,0,1,85,85,6.58,0,0,0,0,0,0.234042553191489,0.531914893617021,0.212765957446809,0,0.0212765957446809
"186",1994,1,4,0,0,1,88,88,3.92,0,0,0,0,0.0714285714285714,0.0357142857142857,0.535714285714286,0.321428571428571,0.0357142857142857,0
"187",1994,1,4,0,0,1,91,91,5.74,0,0,0,0,0,0.0487804878048781,0.390243902439024,0.341463414634146,0.170731707317073,0.0487804878048781
"188",1994,1,4,0,0,1,94,94,4.62,0,0,0,0,0,0.0606060606060606,0.424242424242424,0.393939393939394,0.0606060606060606,0.0606060606060606
"189",1994,1,4,0,0,1,97,97,3.64,0,0,0,0,0,0.0384615384615385,0.269230769230769,0.5,0.153846153846154,0.0384615384615385
"190",1997,1,4,0,0,1,100,100,1.12,0,0,0,0,0,0,0.25,0.375,0.25,0.125
"191",1997,1,4,0,0,1,103,103,0.7,0,0,0,0,0,0,0.2,0.2,0,0.6
"192",1997,1,4,0,0,1,106,106,0.56,0,0,0,0,0,0,0,0.5,0.25,0.25
"193",1997,1,4,0,0,1,109,109,0.14,0,0,0,0,0,0,1,0,0,0
"194",1997,1,4,0,0,1,13,13,0.14,1,0,0,0,0,0,0,0,0,0
"195",1997,1,4,0,0,1,16,16,0.42,1,0,0,0,0,0,0,0,0,0
"196",1997,1,4,0,0,1,19,19,0.7,1,0,0,0,0,0,0,0,0,0
"197",1997,1,4,0,0,1,22,22,1.54,1,0,0,0,0,0,0,0,0,0
"198",1997,1,4,0,0,1,25,25,1.82,1,0,0,0,0,0,0,0,0,0
"199",1997,1,4,0,0,1,28,28,1.4,0.1,0.9,0,0,0,0,0,0,0,0
"200",1997,1,4,0,0,1,31,31,1.96,0,0.928571428571429,0.0714285714285714,0,0,0,0,0,0,0
"201",1997,1,4,0,0,1,34,34,4.48,0,0.96875,0.03125,0,0,0,0,0,0,0
"202",1997,1,4,0,0,1,37,37,4.34,0,0.967741935483871,0.032258064516129,0,0,0,0,0,0,0
"203",1997,1,4,0,0,1,40,40,2.94,0,0.857142857142857,0.142857142857143,0,0,0,0,0,0,0
"204",1997,1,4,0,0,1,43,43,3.5,0,0.36,0.56,0.08,0,0,0,0,0,0
"205",1997,1,4,0,0,1,46,46,3.64,0,0,0.730769230769231,0.269230769230769,0,0,0,0,0,0
"206",1997,1,4,0,0,1,49,49,4.2,0,0,0.566666666666667,0.366666666666667,0.0666666666666667,0,0,0,0,0
"207",1997,1,4,0,0,1,52,52,4.06,0,0,0.310344827586207,0.482758620689655,0.206896551724138,0,0,0,0,0
"208",1997,1,4,0,0,1,55,55,4.34,0,0,0.290322580645161,0.516129032258065,0.193548387096774,0,0,0,0,0
"209",1997,1,4,0,0,1,58,58,4.9,0,0,0.142857142857143,0.428571428571429,0.371428571428571,0.0571428571428571,0,0,0,0
"210",1997,1,4,0,0,1,61,61,5.32,0,0,0.131578947368421,0.578947368421053,0.263157894736842,0.0263157894736842,0,0,0,0
"211",1997,1,4,0,0,1,64,64,5.32,0,0,0.0526315789473684,0.5,0.421052631578947,0,0.0263157894736842,0,0,0
"212",1997,1,4,0,0,1,67,67,5.46,0,0,0.0256410256410256,0.461538461538462,0.282051282051282,0.179487179487179,0.0256410256410256,0.0256410256410256,0,0
"213",1997,1,4,0,0,1,70,70,3.78,0,0,0,0.148148148148148,0.555555555555556,0.222222222222222,0.0740740740740741,0,0,0
"214",1997,1,4,0,0,1,73,73,4.34,0,0,0,0.032258064516129,0.612903225806452,0.258064516129032,0.0645161290322581,0.032258064516129,0,0
"215",1997,1,4,0,0,1,76,76,3.22,0,0,0,0.0434782608695652,0.130434782608696,0.478260869565217,0.260869565217391,0.0869565217391304,0,0
"216",1997,1,4,0,0,1,79,79,3.5,0,0,0,0.08,0.32,0.28,0.24,0.04,0,0.04
"217",1997,1,4,0,0,1,82,82,3.78,0,0,0,0.111111111111111,0.296296296296296,0.481481481481481,0.111111111111111,0,0,0
"218",1997,1,4,0,0,1,85,85,4.48,0,0,0,0.03125,0.0625,0.28125,0.28125,0.1875,0.125,0.03125
"219",1997,1,4,0,0,1,88,88,3.08,0,0,0,0,0.0454545454545455,0.363636363636364,0.181818181818182,0.272727272727273,0.0909090909090909,0.0454545454545455
"220",1997,1,4,0,0,1,91,91,3.5,0,0,0,0,0.04,0.12,0.28,0.28,0.24,0.04
"221",1997,1,4,0,0,1,94,94,3.08,0,0,0,0,0,0.0909090909090909,0.318181818181818,0.363636363636364,0.136363636363636,0.0909090909090909
"222",1997,1,4,0,0,1,97,97,3.5,0,0,0,0,0,0.08,0.28,0.36,0.12,0.16
"223",2000,1,4,0,0,1,100,100,0.56,0,0,0,0,0,0,0.25,0.25,0,0.5
"224",2000,1,4,0,0,1,103,103,0.84,0,0,0,0,0,0,0,0.833333333333333,0,0.166666666666667
"225",2000,1,4,0,0,1,106,106,0.7,0,0,0,0,0,0,0,0.4,0.4,0.2
"226",2000,1,4,0,0,1,109,109,0.56,0,0,0,0,0,0,0,0,0.5,0.5
"227",2000,1,4,0,0,1,13,13,0.42,1,0,0,0,0,0,0,0,0,0
"228",2000,1,4,0,0,1,16,16,1.54,1,0,0,0,0,0,0,0,0,0
"229",2000,1,4,0,0,1,19,19,1.12,0.875,0.125,0,0,0,0,0,0,0,0
"230",2000,1,4,0,0,1,22,22,0.7,0.4,0.6,0,0,0,0,0,0,0,0
"231",2000,1,4,0,0,1,25,25,0.42,0,1,0,0,0,0,0,0,0,0
"232",2000,1,4,0,0,1,28,28,1.4,0,1,0,0,0,0,0,0,0,0
"233",2000,1,4,0,0,1,31,31,2.24,0,0.9375,0.0625,0,0,0,0,0,0,0
"234",2000,1,4,0,0,1,34,34,2.66,0,0.947368421052632,0.0526315789473684,0,0,0,0,0,0,0
"235",2000,1,4,0,0,1,37,37,2.1,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"236",2000,1,4,0,0,1,40,40,2.66,0,0.157894736842105,0.736842105263158,0.105263157894737,0,0,0,0,0,0
"237",2000,1,4,0,0,1,43,43,4.06,0,0,0.96551724137931,0.0344827586206897,0,0,0,0,0,0
"238",2000,1,4,0,0,1,46,46,5.6,0,0,0.7,0.275,0.025,0,0,0,0,0
"239",2000,1,4,0,0,1,49,49,6.02,0,0,0.418604651162791,0.534883720930233,0.0465116279069767,0,0,0,0,0
"240",2000,1,4,0,0,1,52,52,6.44,0,0,0.304347826086957,0.456521739130435,0.239130434782609,0,0,0,0,0
"241",2000,1,4,0,0,1,55,55,5.88,0,0,0.0952380952380952,0.69047619047619,0.214285714285714,0,0,0,0,0
"242",2000,1,4,0,0,1,58,58,6.72,0,0,0.0416666666666667,0.625,0.3125,0.0208333333333333,0,0,0,0
